timestamp_utc,timestamp_local,parking_id,parking_slug,capacity,available,occupied,occupancy_pct
2026-09-11T22:09:00Z,2026-09-12T00:09:00+02:00,54,placa-vella,297,229,68,22.9
2026-09-11T22:09:00Z,2026-09-12T00:09:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:10:00Z,2026-09-12T00:10:00+02:00,53,dr-robert,407,334,73,17.9
2026-09-11T22:10:00Z,2026-09-12T00:10:00+02:00,54,placa-vella,297,229,68,22.9
2026-09-11T22:10:00Z,2026-09-12T00:10:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:11:00Z,2026-09-12T00:11:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:11:00Z,2026-09-12T00:11:00+02:00,54,placa-vella,297,229,68,22.9
2026-09-11T22:11:00Z,2026-09-12T00:11:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:12:00Z,2026-09-12T00:12:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:12:00Z,2026-09-12T00:12:00+02:00,54,placa-vella,297,229,68,22.9
2026-09-11T22:12:00Z,2026-09-12T00:12:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:13:00Z,2026-09-12T00:13:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:13:00Z,2026-09-12T00:13:00+02:00,54,placa-vella,297,229,68,22.9
2026-09-11T22:13:00Z,2026-09-12T00:13:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:14:00Z,2026-09-12T00:14:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:14:00Z,2026-09-12T00:14:00+02:00,54,placa-vella,297,229,68,22.9
2026-09-11T22:14:00Z,2026-09-12T00:14:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:15:00Z,2026-09-12T00:15:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:15:00Z,2026-09-12T00:15:00+02:00,54,placa-vella,297,229,68,22.9
2026-09-11T22:15:00Z,2026-09-12T00:15:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:16:00Z,2026-09-12T00:16:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:16:00Z,2026-09-12T00:16:00+02:00,54,placa-vella,297,230,67,22.6
2026-09-11T22:16:00Z,2026-09-12T00:16:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:17:00Z,2026-09-12T00:17:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:17:00Z,2026-09-12T00:17:00+02:00,54,placa-vella,297,230,67,22.6
2026-09-11T22:17:00Z,2026-09-12T00:17:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:18:00Z,2026-09-12T00:18:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:18:00Z,2026-09-12T00:18:00+02:00,54,placa-vella,297,230,67,22.6
2026-09-11T22:18:00Z,2026-09-12T00:18:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:19:00Z,2026-09-12T00:19:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:19:00Z,2026-09-12T00:19:00+02:00,54,placa-vella,297,230,67,22.6
2026-09-11T22:19:00Z,2026-09-12T00:19:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:20:00Z,2026-09-12T00:20:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:20:00Z,2026-09-12T00:20:00+02:00,54,placa-vella,297,230,67,22.6
2026-09-11T22:20:00Z,2026-09-12T00:20:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:21:00Z,2026-09-12T00:21:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:21:00Z,2026-09-12T00:21:00+02:00,54,placa-vella,297,230,67,22.6
2026-09-11T22:21:00Z,2026-09-12T00:21:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:22:00Z,2026-09-12T00:22:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:22:00Z,2026-09-12T00:22:00+02:00,54,placa-vella,297,230,67,22.6
2026-09-11T22:22:00Z,2026-09-12T00:22:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:23:00Z,2026-09-12T00:23:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:23:00Z,2026-09-12T00:23:00+02:00,54,placa-vella,297,230,67,22.6
2026-09-11T22:23:00Z,2026-09-12T00:23:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:24:00Z,2026-09-12T00:24:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:24:00Z,2026-09-12T00:24:00+02:00,54,placa-vella,297,230,67,22.6
2026-09-11T22:24:00Z,2026-09-12T00:24:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:25:00Z,2026-09-12T00:25:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T22:25:00Z,2026-09-12T00:25:00+02:00,54,placa-vella,297,231,66,22.2
2026-09-11T22:25:00Z,2026-09-12T00:25:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:26:00Z,2026-09-12T00:26:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T22:26:00Z,2026-09-12T00:26:00+02:00,54,placa-vella,297,231,66,22.2
2026-09-11T22:26:00Z,2026-09-12T00:26:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:27:00Z,2026-09-12T00:27:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T22:27:00Z,2026-09-12T00:27:00+02:00,54,placa-vella,297,231,66,22.2
2026-09-11T22:27:00Z,2026-09-12T00:27:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:28:00Z,2026-09-12T00:28:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T22:28:00Z,2026-09-12T00:28:00+02:00,54,placa-vella,297,231,66,22.2
2026-09-11T22:28:00Z,2026-09-12T00:28:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:29:00Z,2026-09-12T00:29:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T22:29:00Z,2026-09-12T00:29:00+02:00,54,placa-vella,297,231,66,22.2
2026-09-11T22:29:00Z,2026-09-12T00:29:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:30:00Z,2026-09-12T00:30:00+02:00,53,dr-robert,407,339,68,16.7
2026-09-11T22:30:00Z,2026-09-12T00:30:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:30:00Z,2026-09-12T00:30:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:31:00Z,2026-09-12T00:31:00+02:00,53,dr-robert,407,339,68,16.7
2026-09-11T22:31:00Z,2026-09-12T00:31:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:31:00Z,2026-09-12T00:31:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:32:00Z,2026-09-12T00:32:00+02:00,53,dr-robert,407,339,68,16.7
2026-09-11T22:32:00Z,2026-09-12T00:32:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:32:00Z,2026-09-12T00:32:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:33:00Z,2026-09-12T00:33:00+02:00,53,dr-robert,407,339,68,16.7
2026-09-11T22:33:00Z,2026-09-12T00:33:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:33:00Z,2026-09-12T00:33:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:34:00Z,2026-09-12T00:34:00+02:00,53,dr-robert,407,339,68,16.7
2026-09-11T22:34:00Z,2026-09-12T00:34:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:34:00Z,2026-09-12T00:34:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:35:00Z,2026-09-12T00:35:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T22:35:00Z,2026-09-12T00:35:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:35:00Z,2026-09-12T00:35:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:36:00Z,2026-09-12T00:36:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T22:36:00Z,2026-09-12T00:36:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:36:00Z,2026-09-12T00:36:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:37:00Z,2026-09-12T00:37:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T22:37:00Z,2026-09-12T00:37:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:37:00Z,2026-09-12T00:37:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:38:00Z,2026-09-12T00:38:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T22:38:00Z,2026-09-12T00:38:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:38:00Z,2026-09-12T00:38:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:39:00Z,2026-09-12T00:39:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T22:39:00Z,2026-09-12T00:39:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:39:00Z,2026-09-12T00:39:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:40:00Z,2026-09-12T00:40:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:40:00Z,2026-09-12T00:40:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:40:00Z,2026-09-12T00:40:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:41:00Z,2026-09-12T00:41:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:41:00Z,2026-09-12T00:41:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:41:00Z,2026-09-12T00:41:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:42:00Z,2026-09-12T00:42:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:42:00Z,2026-09-12T00:42:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:42:00Z,2026-09-12T00:42:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:43:00Z,2026-09-12T00:43:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:43:00Z,2026-09-12T00:43:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:43:00Z,2026-09-12T00:43:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:44:00Z,2026-09-12T00:44:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:44:00Z,2026-09-12T00:44:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:44:00Z,2026-09-12T00:44:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:45:00Z,2026-09-12T00:45:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:45:00Z,2026-09-12T00:45:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:45:00Z,2026-09-12T00:45:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:46:00Z,2026-09-12T00:46:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:46:00Z,2026-09-12T00:46:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:46:00Z,2026-09-12T00:46:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:47:00Z,2026-09-12T00:47:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:47:00Z,2026-09-12T00:47:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:47:00Z,2026-09-12T00:47:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:48:00Z,2026-09-12T00:48:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:48:00Z,2026-09-12T00:48:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:48:00Z,2026-09-12T00:48:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:49:00Z,2026-09-12T00:49:00+02:00,53,dr-robert,407,336,71,17.4
2026-09-11T22:49:00Z,2026-09-12T00:49:00+02:00,54,placa-vella,297,232,65,21.9
2026-09-11T22:49:00Z,2026-09-12T00:49:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:50:00Z,2026-09-12T00:50:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T22:50:00Z,2026-09-12T00:50:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T22:50:00Z,2026-09-12T00:50:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:51:00Z,2026-09-12T00:51:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T22:51:00Z,2026-09-12T00:51:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T22:51:00Z,2026-09-12T00:51:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:52:00Z,2026-09-12T00:52:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T22:52:00Z,2026-09-12T00:52:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T22:52:00Z,2026-09-12T00:52:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:53:00Z,2026-09-12T00:53:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T22:53:00Z,2026-09-12T00:53:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T22:53:00Z,2026-09-12T00:53:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:54:00Z,2026-09-12T00:54:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T22:54:00Z,2026-09-12T00:54:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T22:54:00Z,2026-09-12T00:54:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:55:00Z,2026-09-12T00:55:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T22:55:00Z,2026-09-12T00:55:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T22:55:00Z,2026-09-12T00:55:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:56:00Z,2026-09-12T00:56:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T22:56:00Z,2026-09-12T00:56:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T22:56:00Z,2026-09-12T00:56:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:57:00Z,2026-09-12T00:57:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T22:57:00Z,2026-09-12T00:57:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T22:57:00Z,2026-09-12T00:57:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:58:00Z,2026-09-12T00:58:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T22:58:00Z,2026-09-12T00:58:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T22:58:00Z,2026-09-12T00:58:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T22:59:00Z,2026-09-12T00:59:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T22:59:00Z,2026-09-12T00:59:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T22:59:00Z,2026-09-12T00:59:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:00:00Z,2026-09-12T01:00:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T23:00:00Z,2026-09-12T01:00:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:00:00Z,2026-09-12T01:00:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:01:00Z,2026-09-12T01:01:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:01:00Z,2026-09-12T01:01:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:02:00Z,2026-09-12T01:02:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:02:00Z,2026-09-12T01:02:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:03:00Z,2026-09-12T01:03:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:03:00Z,2026-09-12T01:03:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:04:00Z,2026-09-12T01:04:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:04:00Z,2026-09-12T01:04:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:05:00Z,2026-09-12T01:05:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:05:00Z,2026-09-12T01:05:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:06:00Z,2026-09-12T01:06:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:06:00Z,2026-09-12T01:06:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:06:00Z,2026-09-12T01:06:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:07:00Z,2026-09-12T01:07:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:07:00Z,2026-09-12T01:07:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:07:00Z,2026-09-12T01:07:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:08:00Z,2026-09-12T01:08:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:08:00Z,2026-09-12T01:08:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:08:00Z,2026-09-12T01:08:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:09:00Z,2026-09-12T01:09:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:09:00Z,2026-09-12T01:09:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:09:00Z,2026-09-12T01:09:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:10:00Z,2026-09-12T01:10:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:10:00Z,2026-09-12T01:10:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:10:00Z,2026-09-12T01:10:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:11:00Z,2026-09-12T01:11:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:11:00Z,2026-09-12T01:11:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:11:00Z,2026-09-12T01:11:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:12:00Z,2026-09-12T01:12:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:12:00Z,2026-09-12T01:12:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:12:00Z,2026-09-12T01:12:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:13:00Z,2026-09-12T01:13:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:13:00Z,2026-09-12T01:13:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:13:00Z,2026-09-12T01:13:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:14:00Z,2026-09-12T01:14:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:14:00Z,2026-09-12T01:14:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:14:00Z,2026-09-12T01:14:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:15:00Z,2026-09-12T01:15:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:15:00Z,2026-09-12T01:15:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:15:00Z,2026-09-12T01:15:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:16:00Z,2026-09-12T01:16:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:16:00Z,2026-09-12T01:16:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:16:00Z,2026-09-12T01:16:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:17:00Z,2026-09-12T01:17:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:17:00Z,2026-09-12T01:17:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:17:00Z,2026-09-12T01:17:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:18:00Z,2026-09-12T01:18:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:18:00Z,2026-09-12T01:18:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:18:00Z,2026-09-12T01:18:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:19:00Z,2026-09-12T01:19:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:19:00Z,2026-09-12T01:19:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:19:00Z,2026-09-12T01:19:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:20:00Z,2026-09-12T01:20:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:20:00Z,2026-09-12T01:20:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:20:00Z,2026-09-12T01:20:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:21:00Z,2026-09-12T01:21:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T23:21:00Z,2026-09-12T01:21:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:21:00Z,2026-09-12T01:21:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:22:00Z,2026-09-12T01:22:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T23:22:00Z,2026-09-12T01:22:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:22:00Z,2026-09-12T01:22:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:23:00Z,2026-09-12T01:23:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T23:23:00Z,2026-09-12T01:23:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:23:00Z,2026-09-12T01:23:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:24:00Z,2026-09-12T01:24:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T23:24:00Z,2026-09-12T01:24:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:24:00Z,2026-09-12T01:24:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:25:00Z,2026-09-12T01:25:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:25:00Z,2026-09-12T01:25:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:25:00Z,2026-09-12T01:25:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:26:00Z,2026-09-12T01:26:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:26:00Z,2026-09-12T01:26:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:26:00Z,2026-09-12T01:26:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:27:00Z,2026-09-12T01:27:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:27:00Z,2026-09-12T01:27:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:27:00Z,2026-09-12T01:27:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:28:00Z,2026-09-12T01:28:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:28:00Z,2026-09-12T01:28:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:28:00Z,2026-09-12T01:28:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:29:00Z,2026-09-12T01:29:00+02:00,53,dr-robert,407,337,70,17.2
2026-09-11T23:29:00Z,2026-09-12T01:29:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:29:00Z,2026-09-12T01:29:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:30:00Z,2026-09-12T01:30:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T23:30:00Z,2026-09-12T01:30:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:30:00Z,2026-09-12T01:30:00+02:00,55,ajuntament-mercat,237,185,52,21.9
2026-09-11T23:31:00Z,2026-09-12T01:31:00+02:00,53,dr-robert,407,338,69,17
2026-09-11T23:31:00Z,2026-09-12T01:31:00+02:00,54,placa-vella,297,233,64,21.5
2026-09-11T23:31:00Z,2026-09-12T01:31:00+02:00,55,ajuntament-mercat,237,185,52,21.9
